Region_Code,Region_Name,Age,Year,Forecast_Population
18,Örebro Län,1,2026,3035.780660927387
18,Örebro Län,2,2026,3160.436921318084
18,Örebro Län,3,2026,3238.6123465162946
18,Örebro Län,4,2026,3423.3109799228882
18,Örebro Län,5,2026,3690.1997791608446
18,Örebro Län,6,2026,3643.4062977199924
18,Örebro Län,7,2026,3749.6037150932734
18,Örebro Län,8,2026,3809.3912611970663
18,Örebro Län,9,2026,3756.0017424197995
18,Örebro Län,10,2026,3820.7983309559
18,Örebro Län,11,2026,3805.7941175148185
18,Örebro Län,12,2026,3903.3678505778767
18,Örebro Län,13,2026,3853.015109003727
18,Örebro Län,14,2026,3906.2105463271405
18,Örebro Län,15,2026,3946.3441791260943
18,Örebro Län,16,2026,4059.114361164329
18,Örebro Län,17,2026,3998.2651387933447
18,Örebro Län,18,2026,3960.8295897182793
18,Örebro Län,19,2026,4229.735439350801
18,Örebro Län,0,2027,2884.0
18,Örebro Län,1,2027,3035.780660927387
18,Örebro Län,2,2027,3160.436921318084
18,Örebro Län,3,2027,3285.498146195607
18,Örebro Län,4,2027,3356.2222697506795
18,Örebro Län,5,2027,3524.910979922888
18,Örebro Län,6,2027,3793.380921462813
18,Örebro Län,7,2027,3734.2062977199926
18,Örebro Län,8,2027,3826.9854078818435
18,Örebro Län,9,2027,3897.1771903197864
18,Örebro Län,10,2027,3840.5917928630183
18,Örebro Län,11,2027,3895.175916361127
18,Örebro Län,12,2027,3883.177677801716
18,Örebro Län,13,2027,3977.5678505778765
18,Örebro Län,14,2027,3927.615109003727
18,Örebro Län,15,2027,3977.749409129311
18,Örebro Län,16,2027,4039.319841042318
18,Örebro Län,17,2027,4119.810401724066
18,Örebro Län,18,2027,4085.326779816721
18,Örebro Län,19,2027,4347.652224747831
18,Örebro Län,0,2028,2884.0
18,Örebro Län,1,2028,3035.780660927387
18,Örebro Län,2,2028,3160.436921318084
18,Örebro Län,3,2028,3285.498146195607
18,Örebro Län,4,2028,3403.102422239426
18,Örebro Län,5,2028,3457.8222697506794
18,Örebro Län,6,2028,3628.1198416579305
18,Örebro Län,7,2028,3884.1809214628133
18,Örebro Län,8,2028,3811.590529532663
18,Örebro Län,9,2028,3914.770348291628
18,Örebro Län,10,2028,3981.751832140682
18,Örebro Län,11,2028,3914.9661538793857
18,Örebro Län,12,2028,3972.5403019769956
18,Örebro Län,13,2028,3957.377677801716
18,Örebro Län,14,2028,4052.1678505778764
18,Örebro Län,15,2028,3999.150349023044
18,Örebro Län,16,2028,4070.7216941390825
18,Örebro Län,17,2028,4100.019314503438
18,Örebro Län,18,2028,4206.843517103299
18,Örebro Län,19,2028,4472.1124077932745
18,Örebro Län,0,2029,2884.0
18,Örebro Län,1,2029,3035.780660927387
18,Örebro Län,2,2029,3160.436921318084
18,Örebro Län,3,2029,3285.498146195607
18,Örebro Län,4,2029,3403.102422239426
18,Örebro Län,5,2029,3504.7024222394257
18,Örebro Län,6,2029,3561.0423824659465
18,Örebro Län,7,2029,3718.9198416579306
18,Örebro Län,8,2029,3961.54042255767
18,Örebro Län,9,2029,3899.376335066266
18,Örebro Län,10,2029,3999.3430699037995
18,Örebro Län,11,2029,4056.1031979447835
18,Örebro Län,12,2029,3992.3262939855545
18,Örebro Län,13,2029,4046.7403019769954
18,Örebro Län,14,2029,4031.977677801716
18,Örebro Län,15,2029,4123.682009692934
18,Örebro Län,16,2029,4092.120332856483
18,Örebro Län,17,2029,4131.41572167556
18,Örebro Län,18,2029,4187.05707468328
18,Örebro Län,19,2029,4593.593023972755
18,Örebro Län,0,2030,2884.0
18,Örebro Län,1,2030,3035.780660927387
18,Örebro Län,2,2030,3160.436921318084
18,Örebro Län,3,2030,3285.498146195607
18,Örebro Län,4,2030,3403.102422239426
18,Örebro Län,5,2030,3504.7024222394257
18,Örebro Län,6,2030,3607.9146730108987
18,Örebro Län,7,2030,3651.8423824659467
18,Örebro Län,8,2030,3796.3065941972536
18,Örebro Län,9,2030,4049.31780157298
18,Örebro Län,10,2030,3983.950736861071
18,Örebro Län,11,2030,4073.6915700651284
18,Örebro Län,12,2030,4133.433060562416
18,Örebro Län,13,2030,4066.5262939855543
18,Örebro Län,14,2030,4121.340301976996
18,Örebro Län,15,2030,4103.495254160696
18,Örebro Län,16,2030,4216.638603025225
18,Örebro Län,17,2030,4152.810649294333
18,Örebro Län,18,2030,4218.446113384458
18,Örebro Län,19,2030,4573.812463114583
19,Västmanlands Län,0,2024,2558.500045468725
19,Västmanlands Län,1,2024,2773.9282103313194
19,Västmanlands Län,2,2024,3052.6853756007968
19,Västmanlands Län,3,2024,3140.6449430595476
19,Västmanlands Län,4,2024,3274.026290692614
19,Västmanlands Län,5,2024,3318.0
19,Västmanlands Län,6,2024,3412.4057092407297
19,Västmanlands Län,7,2024,3481.9856873354506
19,Västmanlands Län,8,2024,3458.396255232763
19,Västmanlands Län,9,2024,3358.8189405609787
19,Västmanlands Län,10,2024,3469.8022880610147
19,Västmanlands Län,11,2024,3467.5865823675076
19,Västmanlands Län,12,2024,3514.770521225093
19,Västmanlands Län,13,2024,3478.7818187497187
19,Västmanlands Län,14,2024,3562.1587210925136
19,Västmanlands Län,15,2024,3389.1917258413096
19,Västmanlands Län,16,2024,3433.5948780487806
19,Västmanlands Län,17,2024,3395.9871281700407
19,Västmanlands Län,18,2024,3412.1734452766455
19,Västmanlands Län,19,2024,3542.360477011611
19,Västmanlands Län,0,2025,2477.9400789020456
19,Västmanlands Län,1,2025,2750.487158496772
19,Västmanlands Län,2,2025,2931.6602006370626
19,Västmanlands Län,3,2025,3198.311923729349
19,Västmanlands Län,4,2025,3270.672272826643
19,Västmanlands Län,5,2025,3396.0214079460125
19,Västmanlands Län,6,2025,3429.404708652148
19,Västmanlands Län,7,2025,3521.3865562902647
19,Västmanlands Län,8,2025,3586.366536023329
19,Västmanlands Län,9,2025,3555.180211766184
19,Västmanlands Län,10,2025,3458.6218845949734
19,Västmanlands Län,11,2025,3557.3672589597213
19,Västmanlands Län,12,2025,3549.3507617576174
19,Västmanlands Län,13,2025,3600.537331973393
19,Västmanlands Län,14,2025,3567.9394722469515
19,Västmanlands Län,15,2025,3645.3033160413356
19,Västmanlands Län,16,2025,3500.774364519757
19,Västmanlands Län,17,2025,3524.5581598713984
19,Västmanlands Län,18,2025,3509.1245140286314
19,Västmanlands Län,19,2025,3640.5090523835615
19,Västmanlands Län,0,2026,2413.492105648702
19,Västmanlands Län,1,2026,2670.129115694359
19,Västmanlands Län,2,2026,2908.2281740074604
19,Västmanlands Län,3,2026,3077.3253417316646
19,Västmanlands Län,4,2026,3328.3213938031217
19,Västmanlands Län,5,2026,3392.667599968519
19,Västmanlands Län,6,2026,3507.421524402284
19,Västmanlands Län,7,2026,3538.3834676789315
19,Västmanlands Län,8,2026,3625.762662016108
19,Västmanlands Län,9,2026,3683.1276972349947
19,Västmanlands Län,10,2026,3654.9716356317304
19,Västmanlands Län,11,2026,3546.189546126023
19,Västmanlands Län,12,2026,3639.1149760631106
19,Västmanlands Län,13,2026,3635.113310552419
19,Västmanlands Län,14,2026,3689.6725036847056
19,Västmanlands Län,15,2026,3651.08300358974
19,Västmanlands Län,16,2026,3756.8393024786055
19,Västmanlands Län,17,2026,3591.725188728212
19,Västmanlands Län,18,2026,3637.6477435456245
19,Västmanlands Län,19,2026,3737.435560890838
19,Västmanlands Län,0,2027,2361.9337270460273
19,Västmanlands Län,1,2027,2605.842681452428
19,Västmanlands Län,2,2027,2827.9010704227267
19,Västmanlands Län,3,2027,3053.9007871954386
19,Västmanlands Län,4,2027,3207.372281831188
19,Västmanlands Län,5,2027,3450.313113365462
19,Västmanlands Län,6,2027,3504.0679138237297
19,Västmanlands Län,7,2027,3616.390700459956
19,Västmanlands Län,8,2027,3642.757527366006
19,Västmanlands Län,9,2027,3722.5168056033503
19,Västmanlands Län,10,2027,3782.9116146478877
19,Västmanlands Län,11,2027,3742.492044396617
19,Västmanlands Län,12,2027,3627.939312787519
19,Västmanlands Län,13,2027,3724.866461577226
19,Västmanlands Län,14,2027,3724.2420979142444
19,Västmanlands Län,15,2027,3772.793637248522
19,Västmanlands Län,16,2027,3762.6179372227334
19,Västmanlands Län,17,2027,3847.7426425759813
19,Västmanlands Län,18,2027,3704.789799975491
19,Västmanlands Län,19,2027,3865.9262321079755
19,Västmanlands Län,0,2028,2320.6870241638876
19,Västmanlands Län,1,2028,2554.413534058884
19,Västmanlands Län,2,2028,2763.639387554939
19,Västmanlands Län,3,2028,2973.5992986216515
19,Västmanlands Län,4,2028,3183.954981972689
19,Västmanlands Län,5,2028,3329.371570174002
19,Västmanlands Län,6,2028,3561.7100343122916
19,Västmanlands Län,7,2028,3613.0375018124228
19,Västmanlands Län,8,2028,3720.7553698631777
19,Västmanlands Län,9,2028,3739.5086436611186
19,Västmanlands Län,10,2028,3822.2984121269287
19,Västmanlands Län,11,2028,3870.401233875842
19,Västmanlands Län,12,2028,3824.205816809316
19,Västmanlands Län,13,2028,3713.6921756823713
19,Västmanlands Län,14,2028,3813.978676292166
19,Västmanlands Län,15,2028,3807.356870984762
19,Västmanlands Län,16,2028,3884.3064005696174
19,Västmanlands Län,17,2028,3853.5202057429688
19,Västmanlands Län,18,2028,3960.712067579769
19,Västmanlands Län,19,2028,3933.051279696605
19,Västmanlands Län,0,2029,2287.6896618581754
19,Västmanlands Län,1,2029,2513.2702161440484
19,Västmanlands Län,2,2029,2712.230041260709
19,Västmanlands Län,3,2029,2909.358107762621
19,Västmanlands Län,4,2029,3103.6783630893665
19,Västmanlands Län,5,2029,3305.9557357285103
19,Västmanlands Län,6,2029,3440.775609516546
19,Västmanlands Län,7,2029,3670.672541998426
19,Västmanlands Län,8,2029,3717.402574863947
19,Västmanlands Län,9,2029,3817.4925924174545
19,Västmanlands Län,10,2029,3839.2892533036143
19,Västmanlands Län,11,2029,3909.7785526816415
19,Västmanlands Län,12,2029,3952.0915527144384
19,Västmanlands Län,13,2029,3909.934490204598
19,Västmanlands Län,14,2029,3802.8064536952816
19,Västmanlands Län,15,2029,3897.0769386422608
19,Västmanlands Län,16,2029,3918.863338408374
19,Västmanlands Län,17,2029,3975.186103452571
19,Västmanlands Län,18,2029,3966.4874826723726
19,Västmanlands Län,19,2029,4188.908715488302
19,Västmanlands Län,0,2030,2261.291772013606
19,Västmanlands Län,1,2030,2480.35556181218
19,Västmanlands Län,2,2030,2671.102564225325
19,Västmanlands Län,3,2030,2857.965155075397
19,Västmanlands Län,4,2030,3039.4570679827075
19,Västmanlands Län,5,2030,3225.6841404133284
19,Västmanlands Län,6,2030,3417.361153283794
19,Västmanlands Län,7,2030,3549.752971831727
19,Västmanlands Län,8,2030,3775.0306771114037
19,Västmanlands Län,9,2030,3814.1403946509586
19,Västmanlands Län,10,2030,3917.2686268796183
19,Västmanlands Län,11,2030,3926.7653049086807
19,Västmanlands Län,12,2030,3991.4616512503862
19,Västmanlands Län,13,2030,4037.8044644189063
19,Västmanlands Län,14,2030,3999.012532669838
19,Västmanlands Län,15,2030,3885.9067716334894
19,Västmanlands Län,16,2030,4008.5670630248123
19,Västmanlands Län,17,2030,4009.7366331298354
19,Västmanlands Län,18,2030,4088.10814549822
19,Västmanlands Län,19,2030,4194.682667517013
20,Dalarnas Län,0,2024,2424.5867492711964
20,Dalarnas Län,1,2024,2593.166637436768
20,Dalarnas Län,2,2024,2763.368889763289
20,Dalarnas Län,3,2024,2988.864963124393
20,Dalarnas Län,4,2024,3115.2063604240284
20,Dalarnas Län,5,2024,3192.2000000000003
20,Dalarnas Län,6,2024,3306.4
20,Dalarnas Län,7,2024,3365.998404418533
20,Dalarnas Län,8,2024,3417.8
20,Dalarnas Län,9,2024,3349.6042438732816
20,Dalarnas Län,10,2024,3380.9919185443878
20,Dalarnas Län,11,2024,3201.414073634204
20,Dalarnas Län,12,2024,3422.0010376227274
20,Dalarnas Län,13,2024,3475.0020972909992
20,Dalarnas Län,14,2024,3446.2
20,Dalarnas Län,15,2024,3350.1995118974987
20,Dalarnas Län,16,2024,3498.790058952722
20,Dalarnas Län,17,2024,3442.9880447908786
20,Dalarnas Län,18,2024,3352.5852017155185
20,Dalarnas Län,19,2024,3477.180952380952
20,Dalarnas Län,0,2025,2352.256148228949
20,Dalarnas Län,1,2025,2567.8035219955896
20,Dalarnas Län,2,2025,2716.5573669849323
20,Dalarnas Län,3,2025,2888.2667068677465
20,Dalarnas Län,4,2025,3090.0729383917796
20,Dalarnas Län,5,2025,3218.4012701630204
20,Dalarnas Län,6,2025,3291.6000000000004
20,Dalarnas Län,7,2025,3387.395788240316
20,Dalarnas Län,8,2025,3443.798404418533
20,Dalarnas Län,9,2025,3492.3957083084283
20,Dalarnas Län,10,2025,3424.5907800573214
20,Dalarnas Län,11,2025,3451.391147052788
20,Dalarnas Län,12,2025,3273.4328068373534
20,Dalarnas Län,13,2025,3500.0002064531445
20,Dalarnas Län,14,2025,3547.202097290999
20,Dalarnas Län,15,2025,3510.3897376449054
20,Dalarnas Län,16,2025,3439.000267264397
20,Dalarnas Län,17,2025,3564.763246755385
20,Dalarnas Län,18,2025,3523.5411184023005
20,Dalarnas Län,19,2025,3551.756619395069
20,Dalarnas Län,0,2026,2294.391667395151
20,Dalarnas Län,1,2026,2495.6156148387518
20,Dalarnas Län,2,2026,2691.2060791161234
20,Dalarnas Län,3,2026,2841.4704670852
20,Dalarnas Län,4,2026,2989.4811452418635
20,Dalarnas Län,5,2026,3193.2727299867834
20,Dalarnas Län,6,2026,3317.8012701630205
20,Dalarnas Län,7,2026,3372.597597559831
20,Dalarnas Län,8,2026,3465.1957882403162
20,Dalarnas Län,9,2026,3518.3925587278927
20,Dalarnas Län,10,2026,3567.36461879717
20,Dalarnas Län,11,2026,3494.9874195596935
20,Dalarnas Län,12,2026,3523.380109674601
20,Dalarnas Län,13,2026,3351.4493779937934
20,Dalarnas Län,14,2026,3572.2002064531443
20,Dalarnas Län,15,2026,3611.385672513861
20,Dalarnas Län,16,2026,3599.16184005167
20,Dalarnas Län,17,2026,3504.980748734853
20,Dalarnas Län,18,2026,3645.2934391977174
20,Dalarnas Län,19,2026,3722.6906816981264
20,Dalarnas Län,0,2027,2248.1000827281127
20,Dalarnas Län,1,2027,2437.865289113282
20,Dalarnas Län,2,2027,2619.05183531969
20,Dalarnas Län,3,2027,2816.1274558885284
20,Dalarnas Län,4,2027,2942.68791196364
20,Dalarnas Län,5,2027,3092.700475547094
20,Dalarnas Län,6,2027,3292.6727299867835
20,Dalarnas Län,7,2027,3398.7956645830254
20,Dalarnas Län,8,2027,3450.397597559831
20,Dalarnas Län,9,2027,3539.7886635667815
20,Dalarnas Län,10,2027,3593.3582602533675
20,Dalarnas Län,11,2027,3637.752780043085
20,Dalarnas Län,12,2027,3566.9711901598594
20,Dalarnas Län,13,2027,3601.3674036132297
20,Dalarnas Län,14,2027,3423.649377993793
20,Dalarnas Län,15,2027,3636.3822564710545
20,Dalarnas Län,16,2027,3700.1397099451756
20,Dalarnas Län,17,2027,3665.122783649988
20,Dalarnas Län,18,2027,3585.5221741164355
20,Dalarnas Län,19,2027,3844.4274381188807
20,Dalarnas Län,0,2028,2211.0668149944822
20,Dalarnas Län,1,2028,2391.6650285329056
20,Dalarnas Län,2,2028,2561.3284402825434
20,Dalarnas Län,3,2028,2743.996768963143
20,Dalarnas Län,4,2028,2917.346528971992
20,Dalarnas Län,5,2028,3045.9163312750106
20,Dalarnas Län,6,2028,3192.100475547094
20,Dalarnas Län,7,2028,3373.6701964039585
20,Dalarnas Län,8,2028,3476.5956645830256
20,Dalarnas Län,9,2028,3524.991357416522
20,Dalarnas Län,10,2028,3614.751724029459
20,Dalarnas Län,11,2028,3663.744877933875
20,Dalarnas Län,12,2028,3709.719548252919
20,Dalarnas Län,13,2028,3644.9533781199734
20,Dalarnas Län,14,2028,3673.5674036132295
20,Dalarnas Län,15,2028,3487.840491515575
20,Dalarnas Län,16,2028,3725.131822804833
20,Dalarnas Län,17,2028,3766.088335403278
20,Dalarnas Län,18,2028,3745.634118857872
20,Dalarnas Län,19,2028,3784.6638139791244
20,Dalarnas Län,0,2029,2181.4402008075776
20,Dalarnas Län,1,2029,2354.704820068605
20,Dalarnas Län,2,2029,2515.1497242528258
20,Dalarnas Län,3,2029,2686.292219422835
20,Dalarnas Län,4,2029,2845.220476205741
20,Dalarnas Län,5,2029,3020.579870533215
20,Dalarnas Län,6,2029,3145.3163312750107
20,Dalarnas Län,7,2029,3273.1102370549847
20,Dalarnas Län,8,2029,3451.4701964039587
20,Dalarnas Län,9,2029,3551.1878585062423
20,Dalarnas Län,10,2029,3599.956244408611
20,Dalarnas Län,11,2029,3685.1370713142555
20,Dalarnas Län,12,2029,3735.7085506603767
20,Dalarnas Län,13,2029,3787.685015589427
20,Dalarnas Län,14,2029,3717.1533781199732
20,Dalarnas Län,15,2029,3737.7432689333264
20,Dalarnas Län,16,2029,3576.616627268615
20,Dalarnas Län,17,2029,3791.0773995122454
20,Dalarnas Län,18,2029,3846.58069950847
20,Dalarnas Län,19,2029,3944.75529059084
20,Dalarnas Län,0,2030,2157.738909458054
20,Dalarnas Län,1,2030,2325.1366532971642
20,Dalarnas Län,2,2030,2478.2067514290525
20,Dalarnas Län,3,2030,2640.128579790588
20,Dalarnas Län,4,2030,2787.51963399274
20,Dalarnas Län,5,2030,2948.4678273596023
20,Dalarnas Län,6,2030,3119.979870533215
20,Dalarnas Län,7,2030,3226.3318122062265
20,Dalarnas Län,8,2030,3350.910237054985
20,Dalarnas Län,9,2030,3526.0638921483455
20,Dalarnas Län,10,2030,3626.1495118908606
20,Dalarnas Län,11,2030,3670.342470284834
20,Dalarnas Län,12,2030,3757.0981963749878
20,Dalarnas Län,13,2030,3813.670973812468
20,Dalarnas Län,14,2030,3859.885015589427
20,Dalarnas Län,15,2030,3781.3265841371717
20,Dalarnas Län,16,2030,3826.474704990831
20,Dalarnas Län,17,2030,3642.5803211239204
20,Dalarnas Län,18,2030,3871.565068252601
20,Dalarnas Län,19,2030,4045.6889665970593
21,Gävleborgs Län,0,2024,2214.1453992261545
21,Gävleborgs Län,1,2024,2441.1976472714114
21,Gävleborgs Län,2,2024,2622.4893822923336
21,Gävleborgs Län,3,2024,2957.8378690115196
21,Gävleborgs Län,4,2024,2928.6717998560734
21,Gävleborgs Län,5,2024,3101.0366353150466
21,Gävleborgs Län,6,2024,3338.8
21,Gävleborgs Län,7,2024,3185.2
21,Gävleborgs Län,8,2024,3240.0025633010314
21,Gävleborgs Län,9,2024,3258.408894230769
21,Gävleborgs Län,10,2024,3249.4097238895556
21,Gävleborgs Län,11,2024,3295.8
21,Gävleborgs Län,12,2024,3403.6
21,Gävleborgs Län,13,2024,3316.9967974882256
21,Gävleborgs Län,14,2024,3477.2
21,Gävleborgs Län,15,2024,3356.394754917265
21,Gävleborgs Län,16,2024,3290.807278195489
21,Gävleborgs Län,17,2024,3390.4035831591523
21,Gävleborgs Län,18,2024,3419.184208573996
21,Gävleborgs Län,19,2024,3420.9921137685847
21,Gävleborgs Län,0,2025,2086.9327035566316
21,Gävleborgs Län,1,2025,2356.5350619668434
21,Gävleborgs Län,2,2025,2562.7088036866376
21,Gävleborgs Län,3,2025,2729.356276479535
21,Gävleborgs Län,4,2025,3051.469450833132
21,Gävleborgs Län,5,2025,3025.732592470654
21,Gävleborgs Län,6,2025,3197.845331389364
21,Gävleborgs Län,7,2025,3425.0
21,Gävleborgs Län,8,2025,3267.200862769615
21,Gävleborgs Län,9,2025,3318.407851608525
21,Gävleborgs Län,10,2025,3337.8133114640086
21,Gävleborgs Län,11,2025,3322.209723889556
21,Gävleborgs Län,12,2025,3368.4
21,Gävleborgs Län,13,2025,3484.5862731554153
21,Gävleborgs Län,14,2025,3390.1967974882255
21,Gävleborgs Län,15,2025,3546.5828785513577
21,Gävleborgs Län,16,2025,3443.192866510954
21,Gävleborgs Län,17,2025,3362.214228654946
21,Gävleborgs Län,18,2025,3471.5655650873337
21,Gävleborgs Län,19,2025,3624.1505524292975
21,Gävleborgs Län,0,2026,1985.1625470210138
21,Gävleborgs Län,1,2026,2229.6102328977677
21,Gävleborgs Län,2,2026,2478.0770441515037
21,Gävleborgs Län,3,2026,2669.5832911393677
21,Gävleborgs Län,4,2026,2823.0626648785983
21,Gävleborgs Län,5,2026,3148.490862981552
21,Gävleborgs Län,6,2026,3122.5459340750667
21,Gävleborgs Län,7,2026,3284.045331389364
21,Gävleborgs Län,8,2026,3506.9858705845572
21,Gävleborgs Län,9,2026,3345.60451656392
21,Gävleborgs Län,10,2026,3397.8086674637707
21,Gävleborgs Län,11,2026,3410.613311464009
21,Gävleborgs Län,12,2026,3394.8097238895557
21,Gävleborgs Län,13,2026,3449.388483516483
21,Gävleborgs Län,14,2026,3557.786273155415
21,Gävleborgs Län,15,2026,3459.5851086466714
21,Gävleborgs Län,16,2026,3633.3695502579108
21,Gävleborgs Län,17,2026,3514.581616243231
21,Gävleborgs Län,18,2026,3443.388166918182
21,Gävleborgs Län,19,2026,3676.525265399692
21,Gävleborgs Län,0,2027,1903.7464217925192
21,Gävleborgs Län,1,2027,2128.070369642507
21,Gävleborgs Län,2,2027,2351.19842859578
21,Gävleborgs Län,3,2027,2584.9622814403397
21,Gävleborgs Län,4,2027,2763.3092496596287
21,Gävleborgs Län,5,2027,2920.1573257059104
21,Gävleborgs Län,6,2027,3245.2966315896347
21,Gävleborgs Län,7,2027,3208.7459340750665
21,Gävleborgs Län,8,2027,3366.040014394591
21,Gävleborgs Län,9,2027,3585.375114222142
21,Gävleborgs Län,10,2027,3425.003699966287
21,Gävleborgs Län,11,2027,3470.608667463771
21,Gävleborgs Län,12,2027,3483.2133114640087
21,Gävleborgs Län,13,2027,3475.796549024633
21,Gävleborgs Län,14,2027,3522.588483516483
21,Gävleborgs Län,15,2027,3627.16411978213
21,Gävleborgs Län,16,2027,3546.37701330179
21,Gävleborgs Län,17,2027,3704.735585546026
21,Gävleborgs Län,18,2027,3595.6909288501006
21,Gävleborgs Län,19,2027,3648.351440978286
21,Gävleborgs Län,0,2028,1838.6135216097236
21,Gävleborgs Län,1,2028,2046.8384790382986
21,Gävleborgs Län,2,2028,2249.695536151201
21,Gävleborgs Län,3,2028,2458.099781871452
21,Gävleborgs Län,4,2028,2678.7159455102947
21,Gävleborgs Län,5,2028,2860.42307304687
21,Gävleborgs Län,6,2028,3016.977180281746
21,Gävleborgs Län,7,2028,3331.4966315896345
21,Gävleborgs Län,8,2028,3290.745324763777
21,Gävleborgs Län,9,2028,3444.437728336033
21,Gävleborgs Län,10,2028,3664.7599056318527
21,Gävleborgs Län,11,2028,3497.8036999662872
21,Gävleborgs Län,12,2028,3543.208667463771
21,Gävleborgs Län,13,2028,3564.194585353398
21,Gävleborgs Län,14,2028,3548.9965490246327
21,Gävleborgs Län,15,2028,3591.9685279446117
21,Gävleborgs Län,16,2028,3713.9459444967297
21,Gävleborgs Län,17,2028,3617.75343886007
21,Gävleborgs Län,18,2028,3785.7642455587197
21,Gävleborgs Län,19,2028,3800.634886305852
21,Gävleborgs Län,0,2029,1786.507201463487
21,Gävleborgs Län,1,2029,1981.852966554932
21,Gävleborgs Län,2,2029,2168.4932221955373
21,Gävleborgs Län,3,2029,2356.609782216341
21,Gävleborgs Län,4,2029,2551.8949816699283
21,Gävleborgs Län,5,2029,2775.856897460053
21,Gävleborgs Län,6,2029,2957.2466126475456
21,Gävleborgs Län,7,2029,3103.1771802817457
21,Gävleborgs Län,8,2029,3413.488347961526
21,Gävleborgs Län,9,2029,3369.1475636264713
21,Gävleborgs Län,10,2029,3523.8309793727476
21,Gävleborgs Län,11,2029,3737.559905631853
21,Gävleborgs Län,12,2029,3570.403699966287
21,Gävleborgs Län,13,2029,3624.186173983867
21,Gävleborgs Län,14,2029,3637.394585353398
21,Gävleborgs Län,15,2029,3618.3749444945656
21,Gävleborgs Län,16,2029,3678.7524696872915
21,Gävleborgs Län,17,2029,3785.30235585003
21,Gävleborgs Län,18,2029,3698.8189917959194
21,Gävleborgs Län,19,2029,3990.684095959482
21,Gävleborgs Län,0,2030,1744.822145346498
21,Gävleborgs Län,1,2030,1929.8645565682384
21,Gävleborgs Län,2,2030,2103.531371031007
21,Gävleborgs Län,3,2030,2275.417782492252
21,Gävleborgs Län,4,2030,2450.4382105976347
21,Gävleborgs Län,5,2030,2649.0766043380204
21,Gävleborgs Län,6,2030,2872.685653974707
21,Gävleborgs Län,7,2030,3043.4466126475454
21,Gävleborgs Län,8,2030,3185.183171080102
21,Gävleborgs Län,9,2030,3491.8832104406147
21,Gävleborgs Län,10,2030,3448.5453338807556
21,Gävleborgs Län,11,2030,3596.630979372748
21,Gävleborgs Län,12,2030,3810.159905631853
21,Gävleborgs Län,13,2030,3651.379498792034
21,Gävleborgs Län,14,2030,3697.3861739838667
21,Gävleborgs Län,15,2030,3706.7674611207813
21,Gävleborgs Län,16,2030,3705.157297881363
21,Gävleborgs Län,17,2030,3750.1130845013035
21,Gävleborgs Län,18,2030,3866.296843980573
21,Gävleborgs Län,19,2030,3903.749869488938
22,Västernorrlands Län,0,2024,2009.2
22,Västernorrlands Län,1,2024,2069.2820116834982
22,Västernorrlands Län,2,2024,2177.2360483109996
22,Västernorrlands Län,3,2024,2520.0170107704125
22,Västernorrlands Län,4,2024,2432.8
22,Västernorrlands Län,5,2024,2617.0
22,Västernorrlands Län,6,2024,2744.4
22,Västernorrlands Län,7,2024,2643.4
22,Västernorrlands Län,8,2024,2794.7999999999997
22,Västernorrlands Län,9,2024,2759.198058252427
22,Västernorrlands Län,10,2024,2746.2
22,Västernorrlands Län,11,2024,2718.4
22,Västernorrlands Län,12,2024,2735.016666666667
22,Västernorrlands Län,13,2024,2798.6276674107794
22,Västernorrlands Län,14,2024,2930.4
22,Västernorrlands Län,15,2024,2864.0017611835156
22,Västernorrlands Län,16,2024,2990.995169758488
22,Västernorrlands Län,17,2024,2913.2057741281083
22,Västernorrlands Län,18,2024,2917.405708460754
22,Västernorrlands Län,19,2024,2942.025811593158
22,Västernorrlands Län,0,2025,2009.2
22,Västernorrlands Län,1,2025,2117.390626147111
22,Västernorrlands Län,2,2025,2163.527042554908
22,Västernorrlands Län,3,2025,2266.2930380449475
22,Västernorrlands Län,4,2025,2597.8029965869077
22,Västernorrlands Län,5,2025,2505.8
22,Västernorrlands Län,6,2025,2684.4
22,Västernorrlands Län,7,2025,2803.8
22,Västernorrlands Län,8,2025,2703.206698354662
22,Västernorrlands Län,9,2025,2849.991277072442
22,Västernorrlands Län,10,2025,2814.398058252427
22,Västernorrlands Län,11,2025,2806.6
22,Västernorrlands Län,12,2025,2769.414316939891
22,Västernorrlands Län,13,2025,2785.6470381476
22,Västernorrlands Län,14,2025,2846.0276674107795
22,Västernorrlands Län,15,2025,2980.3852881919593
22,Västernorrlands Län,16,2025,2929.0012710357255
22,Västernorrlands Län,17,2025,3040.1657264112373
22,Västernorrlands Län,18,2025,2971.6077988801208
22,Västernorrlands Län,19,2025,3083.371708474828
22,Västernorrlands Län,0,2026,2009.2
22,Västernorrlands Län,1,2026,2117.390626147111
22,Västernorrlands Län,2,2026,2211.6041554218077
22,Västernorrlands Län,3,2026,2252.5861920591365
22,Västernorrlands Län,4,2026,2344.1005715449014
22,Västernorrlands Län,5,2026,2670.8029965869077
22,Västernorrlands Län,6,2026,2573.2000000000003
22,Västernorrlands Län,7,2026,2743.8
22,Västernorrlands Län,8,2026,2863.5949689213894
22,Västernorrlands Län,9,2026,2758.4048158529176
22,Västernorrlands Län,10,2026,2905.1912770724416
22,Västernorrlands Län,11,2026,2874.798058252427
22,Västernorrlands Län,12,2026,2857.6082923497265
22,Västernorrlands Län,13,2026,2820.037524339222
22,Västernorrlands Län,14,2026,2833.0470381476002
